PacketID,Prediction,Action
2257,[0.9993847],Blocked
2258,[1.6293643e-05],Allowed
2259,[0.01300784],Allowed
2260,[0.00095116],Allowed
2261,[0.00101285],Allowed
2262,[0.9970693],Blocked
2263,[0.02836412],Allowed
2264,[0.00646343],Allowed
2265,[0.98778313],Blocked
2266,[0.00137639],Allowed
2267,[0.91491187],Blocked
2268,[9.621436e-07],Allowed
2269,[0.00020508],Allowed
2270,[0.9253483],Blocked
2271,[0.99920535],Blocked
2272,[0.00428054],Allowed
2273,[0.9325637],Blocked
2274,[1.5371088e-05],Allowed
2275,[0.0018012],Allowed
2276,[0.9960453],Blocked
2277,[0.00135948],Allowed
2278,[0.8776459],Blocked
2279,[0.00124128],Allowed
2280,[0.00102269],Allowed
2281,[5.991854e-05],Allowed
2282,[0.999561],Blocked
2283,[0.16290882],Allowed
2284,[0.00010973],Allowed
2285,[2.4889612e-05],Allowed
2286,[0.9812187],Blocked
2287,[0.00090621],Allowed
2288,[0.00019286],Allowed
2289,[0.99907523],Blocked
2290,[1.5782953e-05],Allowed
2291,[0.8744473],Blocked
2292,[0.00121117],Allowed
2293,[0.00017671],Allowed
2294,[0.00160188],Allowed
2295,[0.40371537],Allowed
2296,[0.57416713],Blocked
2297,[0.00052963],Allowed
2298,[0.9898371],Blocked
2299,[0.00077307],Allowed
2300,[0.0053105],Allowed
2301,[0.30164194],Allowed
2302,[0.00097681],Allowed
2303,[1.2635568e-05],Allowed
2304,[0.69864166],Blocked
2305,[0.9997156],Blocked
2306,[0.00021552],Allowed
2307,[0.3851318],Allowed
2308,[0.99999374],Blocked
2309,[0.98395157],Blocked
2310,[2.9259436e-07],Allowed
2311,[0.9996305],Blocked
2312,[0.56153536],Blocked
2313,[0.98594874],Blocked
2314,[0.87476],Blocked
2315,[0.9997947],Blocked
2316,[0.00098354],Allowed
2317,[2.8044512e-06],Allowed
2318,[0.00181771],Allowed
2319,[0.00094215],Allowed
2320,[0.8113193],Blocked
2321,[0.00195689],Allowed
2322,[3.22446e-05],Allowed
2323,[0.00019037],Allowed
2324,[0.8655132],Blocked
2325,[0.9361636],Blocked
2326,[0.24061696],Allowed
2327,[0.00474425],Allowed
2328,[0.00486971],Allowed
2329,[0.00099729],Allowed
2330,[0.00021721],Allowed
2331,[0.9997012],Blocked
2332,[0.00251352],Allowed
2333,[0.999915],Blocked
2334,[0.0003066],Allowed
2335,[0.44695362],Allowed
2336,[0.00067229],Allowed
2337,[0.00900293],Allowed
2338,[0.00098005],Allowed
2339,[4.178918e-25],Allowed
2340,[0.9993366],Blocked
2341,[1.0493834e-05],Allowed
2342,[0.0005555],Allowed
2343,[0.00070974],Allowed
2344,[0.8832245],Blocked
2345,[0.9750141],Blocked
2346,[0.994309],Blocked
2347,[0.5326025],Blocked
2348,[0.00096803],Allowed
2349,[0.00100311],Allowed
2350,[0.5487843],Blocked
2351,[0.00340905],Allowed
2352,[0.63415843],Blocked
2353,[0.99990416],Blocked
2354,[0.00020774],Allowed
2355,[0.00398889],Allowed
2356,[0.00011121],Allowed
2357,[0.000294],Allowed
2358,[0.10517596],Allowed
2359,[0.9984755],Blocked
2360,[0.091849],Allowed
2361,[0.00096745],Allowed
2362,[0.96262944],Blocked
2363,[0.6139109],Blocked
2364,[6.460431e-06],Allowed
2365,[0.7364429],Blocked
2366,[0.00027181],Allowed
2367,[0.00010399],Allowed
2368,[0.9999969],Blocked
2369,[0.00103895],Allowed
2370,[0.00112016],Allowed
2371,[0.9118079],Blocked
2372,[0.00081963],Allowed
2373,[0.97495455],Blocked
2374,[0.0002097],Allowed
2375,[0.00098591],Allowed
2376,[0.8560484],Blocked
2377,[0.00013654],Allowed
2378,[0.00189742],Allowed
2379,[0.64749676],Blocked
2380,[0.01342812],Allowed
2381,[0.00098351],Allowed
2382,[0.00016412],Allowed
2383,[0.00272172],Allowed
2384,[0.00096885],Allowed
2385,[0.9839625],Blocked
2386,[0.00326585],Allowed
2387,[2.8915542e-06],Allowed
2388,[0.00047495],Allowed
2389,[0.00096861],Allowed
2390,[0.00363622],Allowed
2391,[0.7273037],Blocked
2392,[0.9663525],Blocked
2393,[1.545027e-05],Allowed
2394,[0.99055046],Blocked
2395,[0.00021459],Allowed
2396,[0.9238172],Blocked
2397,[0.00105712],Allowed
2398,[1.11686395e-05],Allowed
2399,[0.9408577],Blocked
2400,[8.429976e-06],Allowed
2401,[2.3134997e-05],Allowed
2402,[0.00096832],Allowed
2403,[0.9709327],Blocked
2404,[0.00093927],Allowed
2405,[0.5827561],Blocked
2406,[0.99640584],Blocked
2407,[0.00049912],Allowed
2408,[0.00099439],Allowed
2409,[0.86651313],Blocked
2410,[0.00068219],Allowed
2411,[0.00063652],Allowed
2412,[0.70651525],Blocked
2413,[0.8167352],Blocked
2414,[0.81892776],Blocked
2415,[0.00748221],Allowed
2416,[0.00567411],Allowed
2417,[0.00360223],Allowed
2418,[0.85108936],Blocked
2419,[0.00037304],Allowed
2420,[0.00020739],Allowed
2421,[0.7610488],Blocked
2422,[0.9993209],Blocked
2423,[0.65307444],Blocked
2424,[0.00014833],Allowed
2425,[0.5981064],Blocked
2426,[0.9245778],Blocked
2427,[0.00021916],Allowed
2428,[0.9995959],Blocked
2429,[0.00026952],Allowed
2430,[0.01238816],Allowed
2431,[0.8745718],Blocked
2432,[0.79457384],Blocked
2433,[0.9579974],Blocked
2434,[0.00091863],Allowed
2435,[0.00022022],Allowed
2436,[0.00032392],Allowed
2437,[0.7996318],Blocked
2438,[0.00111818],Allowed
2439,[0.00046867],Allowed
2440,[0.00312134],Allowed
2441,[0.99867374],Blocked
2442,[0.92854047],Blocked
2443,[0.00223565],Allowed
2444,[1.8536435e-05],Allowed
2445,[0.00033022],Allowed
2446,[0.9981181],Blocked
2447,[0.9762323],Blocked
2448,[0.99988],Blocked
2449,[0.99999714],Blocked
2450,[5.007162e-05],Allowed
2451,[0.9999359],Blocked
2452,[0.99975437],Blocked
2453,[0.00101428],Allowed
2454,[0.00222062],Allowed
2455,[0.00104991],Allowed
2456,[0.5919648],Blocked
2457,[0.1444319],Allowed
2458,[0.00021401],Allowed
2459,[0.00021786],Allowed
2460,[2.3015862e-06],Allowed
2461,[0.9999117],Blocked
2462,[0.9999961],Blocked
2463,[0.00089024],Allowed
2464,[0.99973446],Blocked
2465,[5.9513013e-06],Allowed
2466,[0.99816316],Blocked
2467,[0.01269765],Allowed
2468,[0.9999508],Blocked
2469,[0.00021971],Allowed
2470,[0.00233059],Allowed
2471,[0.8621937],Blocked
2472,[0.00511511],Allowed
2473,[0.00551143],Allowed
2474,[0.00130189],Allowed
2475,[0.70258534],Blocked
2476,[0.00163488],Allowed
2477,[0.00018353],Allowed
2478,[6.664272e-06],Allowed
2479,[0.9999807],Blocked
2480,[0.17754199],Allowed
2481,[0.00118032],Allowed
2482,[0.99856204],Blocked
2483,[8.050189e-06],Allowed
2484,[0.00102966],Allowed
2485,[0.99842376],Blocked
2486,[0.9962796],Blocked
2487,[0.99997765],Blocked
2488,[0.9961014],Blocked
2489,[0.00106587],Allowed
2490,[0.00083478],Allowed
2491,[0.973319],Blocked
2492,[0.86857647],Blocked
2493,[0.94939804],Blocked
2494,[0.00037549],Allowed
2495,[0.00119096],Allowed
2496,[0.9999689],Blocked
2497,[0.98798436],Blocked
2498,[0.8713275],Blocked
2499,[0.00131687],Allowed
2500,[3.6743708e-07],Allowed
2501,[0.00092531],Allowed
2502,[0.70355064],Blocked
2503,[0.98973805],Blocked
2504,[1.9790894e-05],Allowed
2505,[0.99952084],Blocked
2506,[0.6307681],Blocked
2507,[0.00185838],Allowed
2508,[0.999443],Blocked
2509,[8.341215e-05],Allowed
2510,[0.00127484],Allowed
2511,[0.8626337],Blocked
2512,[0.00109018],Allowed
2513,[0.00092014],Allowed
2514,[0.00019618],Allowed
2515,[0.99999666],Blocked
2516,[0.00119293],Allowed
2517,[0.00022683],Allowed
2518,[0.94770324],Blocked
2519,[0.9999983],Blocked
2520,[9.322333e-05],Allowed
2521,[0.00316943],Allowed
2522,[0.00043064],Allowed
2523,[0.00148413],Allowed
2524,[0.00111652],Allowed
2525,[0.00092916],Allowed
2526,[0.00084005],Allowed
2527,[0.9921703],Blocked
2528,[6.6928915e-05],Allowed
2529,[9.5652416e-05],Allowed
2530,[0.79322034],Blocked
2531,[2.7295865e-08],Allowed
2532,[1.4438438e-05],Allowed
2533,[0.00199222],Allowed
2534,[1.4641909e-05],Allowed
2535,[0.00113227],Allowed
2536,[0.00028982],Allowed
2537,[0.00097807],Allowed
2538,[1.5982829e-05],Allowed
2539,[0.9964726],Blocked
2540,[0.00269545],Allowed
2541,[0.9814903],Blocked
2542,[0.00722185],Allowed
2543,[0.8106564],Blocked
2544,[0.99997646],Blocked
2545,[0.00324458],Allowed
2546,[0.00016799],Allowed
2547,[0.00017325],Allowed
2548,[0.00094869],Allowed
2549,[0.8548445],Blocked
2550,[0.00060301],Allowed
2551,[0.00150514],Allowed
2552,[0.00026731],Allowed
2553,[0.9998887],Blocked
2554,[0.00017156],Allowed
2555,[0.97641176],Blocked
2556,[1.5411453e-05],Allowed
2557,[0.9982479],Blocked
2558,[0.00503789],Allowed
2559,[2.9359298e-06],Allowed
2560,[0.98094404],Blocked
2561,[0.00047214],Allowed
2562,[0.9685379],Blocked
2563,[0.7663906],Blocked
2564,[0.00068607],Allowed
2565,[0.99982166],Blocked
2566,[0.999243],Blocked
2567,[0.9992613],Blocked
2568,[0.8591015],Blocked
2569,[0.00026182],Allowed
2570,[0.00021948],Allowed
2571,[0.6347414],Blocked
2572,[0.9949005],Blocked
2573,[0.99986166],Blocked
2574,[0.00251363],Allowed
2575,[5.8983755e-06],Allowed
2576,[0.99999136],Blocked
2577,[0.00079603],Allowed
2578,[0.99992704],Blocked
2579,[0.9994885],Blocked
2580,[2.4945051e-05],Allowed
2581,[5.8621565e-13],Allowed
2582,[0.8320524],Blocked
2583,[0.99960035],Blocked
2584,[0.00469705],Allowed
2585,[0.0044922],Allowed
2586,[0.92011434],Blocked
2587,[0.99965346],Blocked
2588,[0.79412216],Blocked
2589,[0.00097897],Allowed
2590,[0.0033525],Allowed
2591,[0.99910706],Blocked
2592,[0.01005529],Allowed
2593,[0.99977666],Blocked
2594,[0.00428394],Allowed
2595,[0.9999266],Blocked
2596,[0.9939498],Blocked
2597,[0.9981992],Blocked
2598,[0.00077716],Allowed
2599,[0.00028565],Allowed
2600,[0.00024505],Allowed
2601,[0.00099671],Allowed
2602,[0.95953584],Blocked
2603,[5.577637e-06],Allowed
2604,[0.4984781],Allowed
2605,[0.00571384],Allowed
2606,[0.6087749],Blocked
2607,[0.9068296],Blocked
2608,[1.9903226e-05],Allowed
2609,[1.2009385e-05],Allowed
2610,[0.00011308],Allowed
2611,[0.5820442],Blocked
2612,[0.99992543],Blocked
2613,[0.99999],Blocked
2614,[0.94100225],Blocked
2615,[0.99983287],Blocked
2616,[0.00017826],Allowed
2617,[0.86575514],Blocked
2618,[0.9981824],Blocked
2619,[0.89532125],Blocked
2620,[0.00092616],Allowed
2621,[3.275189e-05],Allowed
2622,[0.9997455],Blocked
2623,[0.00034135],Allowed
2624,[0.00022181],Allowed
2625,[0.00300365],Allowed
2626,[0.95205516],Blocked
2627,[0.005048],Allowed
2628,[0.9874353],Blocked
2629,[0.24516484],Allowed
2630,[0.7407057],Blocked
2631,[0.60545325],Blocked
2632,[0.00104055],Allowed
2633,[0.61387855],Blocked
2634,[0.00269498],Allowed
2635,[0.9966334],Blocked
2636,[0.9757556],Blocked
2637,[0.00365342],Allowed
2638,[0.87602437],Blocked
2639,[0.7395919],Blocked
2640,[0.00299368],Allowed
2641,[0.00089278],Allowed
2642,[0.00218777],Allowed
2643,[0.9883451],Blocked
2644,[2.403201e-05],Allowed
2645,[0.00022564],Allowed
2646,[0.00095462],Allowed
2647,[0.85460466],Blocked
2648,[0.867356],Blocked
2649,[3.272332e-05],Allowed
2650,[0.98560226],Blocked
2651,[0.99895877],Blocked
2652,[4.339294e-24],Allowed
2653,[0.99999386],Blocked
2654,[0.00083582],Allowed
2655,[0.00129527],Allowed
2656,[0.00105886],Allowed
2657,[0.00102262],Allowed
2658,[0.7377741],Blocked
2659,[0.00253784],Allowed
2660,[0.0015474],Allowed
2661,[0.72922873],Blocked
2662,[0.00079612],Allowed
2663,[0.00658751],Allowed
2664,[0.95389026],Blocked
2665,[0.9979024],Blocked
2666,[0.9963657],Blocked
2667,[0.91778386],Blocked
2668,[0.99992573],Blocked
2669,[0.97448224],Blocked
2670,[0.9387501],Blocked
2671,[0.00280684],Allowed
2672,[0.00071482],Allowed
2673,[0.000997],Allowed
2674,[0.96114093],Blocked
2675,[0.00021499],Allowed
2676,[0.9982146],Blocked
2677,[0.00274068],Allowed
2678,[3.1594307e-05],Allowed
2679,[0.7612597],Blocked
2680,[0.892273],Blocked
2681,[0.9624053],Blocked
2682,[0.00028436],Allowed
2683,[0.00095385],Allowed
2684,[0.9999255],Blocked
2685,[0.70904434],Blocked
2686,[5.845223e-06],Allowed
2687,[0.24262828],Allowed
2688,[0.0264297],Allowed
2689,[0.00076737],Allowed
2690,[0.00254549],Allowed
2691,[0.00016129],Allowed
2692,[0.99999154],Blocked
2693,[0.8665134],Blocked
2694,[1.4054418e-05],Allowed
2695,[7.424165e-14],Allowed
2696,[0.00089736],Allowed
2697,[7.06017e-06],Allowed
2698,[0.00103844],Allowed
2699,[0.00015069],Allowed
2700,[0.00095375],Allowed
2701,[0.00118809],Allowed
2702,[0.00091438],Allowed
2703,[0.0027009],Allowed
2704,[0.9753331],Blocked
2705,[3.5352237e-05],Allowed
2706,[0.00110557],Allowed
2707,[0.00387071],Allowed
2708,[0.7720358],Blocked
2709,[0.9983346],Blocked
2710,[0.00111632],Allowed
2711,[0.9884136],Blocked
2712,[0.00318373],Allowed
2713,[0.00012235],Allowed
2714,[1.1472837e-05],Allowed
2715,[0.00098752],Allowed
2716,[0.63434714],Blocked
2717,[0.99931604],Blocked
2718,[1.3709488e-05],Allowed
2719,[0.00088662],Allowed
2720,[0.00027097],Allowed
2721,[0.67119396],Blocked
2722,[0.24263425],Allowed
2723,[0.9862059],Blocked
2724,[0.9999944],Blocked
2725,[0.00049296],Allowed
2726,[0.9575291],Blocked
2727,[0.8834581],Blocked
2728,[0.00094681],Allowed
2729,[0.63701814],Blocked
2730,[1.9188043e-05],Allowed
2731,[0.88025755],Blocked
2732,[0.00105368],Allowed
2733,[0.00161104],Allowed
2734,[0.00085186],Allowed
2735,[0.22096017],Allowed
2736,[1.3943969e-05],Allowed
2737,[3.217536e-05],Allowed
2738,[1.5102105e-05],Allowed
2739,[0.8941858],Blocked
2740,[0.8476036],Blocked
2741,[0.99680746],Blocked
2742,[0.999786],Blocked
2743,[0.00082652],Allowed
2744,[0.29048467],Allowed
2745,[0.00041196],Allowed
2746,[0.0010139],Allowed
2747,[0.00074999],Allowed
2748,[0.99422795],Blocked
2749,[0.00013202],Allowed
2750,[4.682927e-06],Allowed
2751,[0.9999451],Blocked
2752,[0.7798268],Blocked
2753,[0.9984932],Blocked
2754,[0.47489536],Allowed
2755,[0.8351749],Blocked
2756,[0.990774],Blocked
2757,[0.01102517],Allowed
2758,[0.00073473],Allowed
2759,[0.20148565],Allowed
2760,[9.805189e-05],Allowed
2761,[0.07993047],Allowed
2762,[0.03865192],Allowed
2763,[0.99996823],Blocked
2764,[0.99010825],Blocked
2765,[0.64954007],Blocked
2766,[0.8635284],Blocked
2767,[0.9998283],Blocked
2768,[0.000137],Allowed
2769,[0.00025909],Allowed
2770,[0.9936214],Blocked
2771,[0.24677649],Allowed
2772,[0.00484963],Allowed
2773,[0.00062925],Allowed
2774,[0.31511608],Allowed
2775,[0.74700004],Blocked
2776,[0.80326754],Blocked
2777,[0.16382188],Allowed
2778,[1.30585095e-05],Allowed
2779,[0.9999761],Blocked
2780,[0.84905666],Blocked
2781,[0.0012552],Allowed
2782,[0.00925032],Allowed
2783,[0.0002471],Allowed
2784,[0.00019382],Allowed
2785,[0.0002118],Allowed
2786,[0.00126572],Allowed
2787,[1.9105637e-05],Allowed
2788,[0.99038196],Blocked
2789,[0.99809694],Blocked
2790,[0.00132809],Allowed
2791,[0.00167229],Allowed
2792,[0.00021931],Allowed
2793,[5.892292e-06],Allowed
2794,[0.00118238],Allowed
2795,[0.99960345],Blocked
2796,[0.99971306],Blocked
2797,[0.8554191],Blocked
2798,[0.00177416],Allowed
2799,[0.00294222],Allowed
2800,[0.86680937],Blocked
2801,[0.9997638],Blocked
2802,[0.748605],Blocked
2803,[0.00021517],Allowed
2804,[1.2230384e-05],Allowed
2805,[0.9737983],Blocked
2806,[0.99942964],Blocked
2807,[0.00337319],Allowed
2808,[0.00013858],Allowed
2809,[0.13762754],Allowed
2810,[1.3005005e-06],Allowed
2811,[0.8869624],Blocked
2812,[0.99410945],Blocked
2813,[0.54137504],Blocked
2814,[0.00050661],Allowed
2815,[0.6824176],Blocked
2816,[0.46038],Allowed
2817,[0.00027757],Allowed
2818,[0.00120975],Allowed
2819,[0.00017221],Allowed
2820,[0.00022751],Allowed
2821,[2.106737e-05],Allowed
2822,[0.97695017],Blocked
2823,[0.07724419],Allowed
2824,[0.5198043],Blocked
2825,[0.8482366],Blocked
2826,[0.8001772],Blocked
2827,[0.00384173],Allowed
2828,[0.00098192],Allowed
2829,[0.974851],Blocked
2830,[2.4494308e-05],Allowed
2831,[0.90696824],Blocked
2832,[0.00142696],Allowed
2833,[0.77108794],Blocked
2834,[0.00307272],Allowed
2835,[0.34319076],Allowed
2836,[0.02022706],Allowed
2837,[0.00084224],Allowed
2838,[0.87009305],Blocked
2839,[0.5498608],Blocked
2840,[0.9764066],Blocked
2841,[0.95469856],Blocked
2842,[0.00359185],Allowed
2843,[0.68021256],Blocked
2844,[0.00152974],Allowed
2845,[7.3482283e-06],Allowed
2846,[0.05738276],Allowed
2847,[0.9994573],Blocked
2848,[0.00162538],Allowed
2849,[0.93153274],Blocked
2850,[0.9902613],Blocked
2851,[0.00097457],Allowed
2852,[4.3345335e-06],Allowed
2853,[0.00020968],Allowed
2854,[0.84338367],Blocked
2855,[0.00224633],Allowed
2856,[0.00014585],Allowed
2857,[0.00011736],Allowed
2858,[0.98146],Blocked
2859,[0.98607564],Blocked
2860,[0.96094537],Blocked
2861,[0.00427991],Allowed
2862,[0.00026254],Allowed
2863,[0.00097609],Allowed
2864,[0.00333204],Allowed
2865,[0.9945901],Blocked
2866,[0.00097988],Allowed
2867,[0.99988997],Blocked
2868,[0.9763332],Blocked
2869,[0.0021032],Allowed
2870,[0.00018451],Allowed
2871,[0.00120249],Allowed
2872,[0.00019619],Allowed
2873,[0.00018872],Allowed
2874,[0.9780769],Blocked
2875,[0.01281215],Allowed
2876,[0.00298871],Allowed
2877,[8.806444e-05],Allowed
2878,[6.9384873e-06],Allowed
2879,[0.00101278],Allowed
2880,[0.00297191],Allowed
2881,[0.00099352],Allowed
2882,[0.61518687],Blocked
2883,[0.449996],Allowed
2884,[0.8660453],Blocked
2885,[0.00046589],Allowed
2886,[0.02027932],Allowed
2887,[0.00061241],Allowed
2888,[0.0002682],Allowed
2889,[3.0890938e-06],Allowed
2890,[0.9999871],Blocked
2891,[0.00111135],Allowed
2892,[0.00021638],Allowed
2893,[0.00181086],Allowed
2894,[0.9629436],Blocked
2895,[0.5750412],Blocked
2896,[0.45612863],Allowed
2897,[5.6736302e-05],Allowed
2898,[0.00084941],Allowed
2899,[0.0002143],Allowed
2900,[5.057054e-05],Allowed
2901,[0.00111739],Allowed
2902,[0.9690864],Blocked
2903,[0.9999248],Blocked
2904,[0.718242],Blocked
2905,[0.01133406],Allowed
2906,[0.00181237],Allowed
2907,[0.9986741],Blocked
2908,[0.00100535],Allowed
2909,[0.00102169],Allowed
2910,[0.00070273],Allowed
2911,[0.00097314],Allowed
2912,[0.88931566],Blocked
2913,[0.00108851],Allowed
2914,[0.00096879],Allowed
2915,[7.012286e-06],Allowed
2916,[0.9682734],Blocked
2917,[0.9284706],Blocked
2918,[0.00297922],Allowed
2919,[0.9681125],Blocked
2920,[0.99976915],Blocked
2921,[0.99167055],Blocked
2922,[0.00345614],Allowed
2923,[0.00096528],Allowed
2924,[0.12235054],Allowed
2925,[0.00736615],Allowed
2926,[0.98984355],Blocked
2927,[0.999629],Blocked
2928,[0.00022366],Allowed
2929,[0.09563225],Allowed
2930,[0.0024267],Allowed
2931,[0.00096866],Allowed
2932,[0.7478071],Blocked
2933,[0.00025194],Allowed
2934,[0.42796698],Allowed
2935,[0.9790331],Blocked
2936,[0.86209613],Blocked
2937,[2.6810823e-05],Allowed
2938,[0.0019753],Allowed
2939,[0.00101229],Allowed
2940,[4.523987e-06],Allowed
2941,[0.00103132],Allowed
2942,[0.96890086],Blocked
2943,[0.9931147],Blocked
2944,[4.1392477e-07],Allowed
2945,[0.00620312],Allowed
2946,[0.00108376],Allowed
2947,[4.117395e-06],Allowed
2948,[0.3403831],Allowed
2949,[1.0188743e-06],Allowed
2950,[0.99508715],Blocked
2951,[0.4765536],Allowed
2952,[0.98637307],Blocked
2953,[0.70277935],Blocked
2954,[0.00103081],Allowed
2955,[0.9957289],Blocked
2956,[0.23850879],Allowed
2957,[0.00021226],Allowed
2958,[0.9982824],Blocked
2959,[6.082777e-06],Allowed
2960,[0.37380618],Allowed
2961,[0.65736276],Blocked
2962,[0.8958569],Blocked
2963,[0.00414819],Allowed
2964,[0.9626846],Blocked
2965,[0.00096824],Allowed
2966,[0.00166938],Allowed
2967,[0.86423326],Blocked
2968,[0.8675718],Blocked
2969,[0.92881393],Blocked
2970,[0.5070395],Blocked
2971,[0.5925951],Blocked
2972,[0.82908493],Blocked
2973,[0.9864202],Blocked
2974,[0.00568622],Allowed
2975,[0.00019305],Allowed
2976,[0.9999915],Blocked
2977,[0.00110568],Allowed
2978,[0.00064189],Allowed
2979,[0.00128882],Allowed
2980,[0.87061703],Blocked
2981,[0.9960812],Blocked
2982,[0.0006003],Allowed
2983,[0.98987234],Blocked
2984,[0.00381214],Allowed
2985,[0.92682314],Blocked
2986,[0.9645076],Blocked
2987,[0.01777869],Allowed
2988,[0.9998401],Blocked
2989,[0.00016817],Allowed
2990,[0.99997985],Blocked
2991,[0.00325309],Allowed
2992,[0.9999957],Blocked
2993,[0.00138565],Allowed
2994,[0.9999825],Blocked
2995,[0.9725509],Blocked
2996,[0.00093822],Allowed
2997,[0.00084338],Allowed
2998,[0.9929516],Blocked
2999,[0.00641369],Allowed
3000,[0.85431],Blocked
3001,[0.00018133],Allowed
3002,[0.77837443],Blocked
3003,[2.183271e-06],Allowed
3004,[0.40670353],Allowed
3005,[0.9999112],Blocked
3006,[0.00095687],Allowed
3007,[0.00289225],Allowed
3008,[0.00098203],Allowed
3009,[0.99410814],Blocked
3010,[0.97847843],Blocked
3011,[0.84719455],Blocked
3012,[3.730092e-07],Allowed
3013,[0.00212378],Allowed
3014,[0.00569714],Allowed
3015,[0.02045653],Allowed
3016,[0.00093651],Allowed
3017,[0.53242844],Blocked
3018,[0.00103248],Allowed
3019,[0.8415508],Blocked
3020,[0.00119115],Allowed
3021,[0.9768288],Blocked
3022,[0.00032458],Allowed
3023,[0.99738884],Blocked
3024,[0.9995549],Blocked
3025,[0.9496023],Blocked
3026,[0.99999446],Blocked
3027,[0.9981052],Blocked
3028,[0.96793675],Blocked
3029,[0.91140974],Blocked
3030,[0.0002156],Allowed
3031,[0.00047316],Allowed
3032,[0.92011434],Blocked
3033,[0.00274959],Allowed
3034,[0.8091575],Blocked
3035,[0.04242003],Allowed
3036,[5.077073e-05],Allowed
3037,[0.9266935],Blocked
3038,[0.9660565],Blocked
3039,[0.8995201],Blocked
3040,[0.00010637],Allowed
3041,[0.92132944],Blocked
3042,[0.00042597],Allowed
3043,[0.0036932],Allowed
3044,[0.75759375],Blocked
3045,[0.6350027],Blocked
3046,[0.0010011],Allowed
3047,[0.00022464],Allowed
3048,[0.00343271],Allowed
3049,[0.0009339],Allowed
3050,[0.00101377],Allowed
3051,[0.9997684],Blocked
3052,[0.00056185],Allowed
3053,[9.64276e-06],Allowed
3054,[0.00193277],Allowed
3055,[0.0007493],Allowed
3056,[0.99996376],Blocked
3057,[0.03293635],Allowed
3058,[0.6535717],Blocked
3059,[0.99999624],Blocked
3060,[0.00180352],Allowed
3061,[0.99999803],Blocked
3062,[0.95410895],Blocked
3063,[3.5224382e-06],Allowed
3064,[0.9056635],Blocked
3065,[0.00442886],Allowed
3066,[0.00021137],Allowed
3067,[0.88296986],Blocked
3068,[1.0394234e-05],Allowed
3069,[0.8652774],Blocked
3070,[0.99540186],Blocked
3071,[0.00094008],Allowed
3072,[0.00112225],Allowed
3073,[0.8585245],Blocked
3074,[0.97737557],Blocked
3075,[0.00058691],Allowed
3076,[0.9171672],Blocked
3077,[0.9681231],Blocked
3078,[0.16790096],Allowed
3079,[0.00110717],Allowed
3080,[0.00197204],Allowed
3081,[0.99828124],Blocked
3082,[0.00041766],Allowed
3083,[0.00019745],Allowed
3084,[0.00051609],Allowed
3085,[4.860393e-08],Allowed
3086,[0.99849284],Blocked
3087,[0.98125356],Blocked
3088,[0.00725115],Allowed
3089,[0.00069956],Allowed
3090,[0.00177118],Allowed
3091,[0.0005271],Allowed
3092,[0.99983066],Blocked
3093,[0.00196109],Allowed
3094,[0.57451564],Blocked
3095,[0.99872285],Blocked
3096,[0.00014318],Allowed
3097,[0.99024534],Blocked
3098,[0.8726699],Blocked
3099,[0.00142591],Allowed
3100,[0.00095749],Allowed
3101,[0.65888596],Blocked
3102,[0.7069096],Blocked
3103,[0.0043613],Allowed
3104,[0.0013983],Allowed
3105,[0.00422794],Allowed
3106,[0.00098336],Allowed
3107,[0.00099572],Allowed
3108,[0.85916466],Blocked
3109,[0.45255512],Allowed
3110,[0.00019554],Allowed
3111,[0.00207719],Allowed
3112,[0.99992406],Blocked
3113,[0.99992114],Blocked
3114,[0.92210865],Blocked
3115,[0.99988645],Blocked
3116,[0.00292404],Allowed
3117,[0.00018069],Allowed
3118,[0.9975413],Blocked
3119,[0.00109898],Allowed
3120,[0.63114095],Blocked
3121,[0.06959523],Allowed
3122,[0.99776614],Blocked
3123,[0.00089574],Allowed
3124,[0.9999783],Blocked
3125,[0.9722365],Blocked
3126,[1.4819207e-05],Allowed
3127,[0.9083056],Blocked
3128,[0.9997965],Blocked
3129,[0.86366695],Blocked
3130,[2.4916259e-05],Allowed
3131,[0.8341172],Blocked
3132,[0.00260725],Allowed
3133,[0.64547706],Blocked
3134,[0.00174841],Allowed
3135,[0.00387162],Allowed
3136,[1.5857732e-06],Allowed
3137,[0.00015624],Allowed
3138,[0.00095949],Allowed
3139,[0.7144676],Blocked
3140,[0.6448001],Blocked
3141,[0.00111834],Allowed
3142,[0.1949475],Allowed
3143,[0.10637184],Allowed
3144,[0.8017421],Blocked
3145,[0.00319545],Allowed
3146,[0.9632509],Blocked
3147,[0.96147275],Blocked
3148,[0.0002314],Allowed
3149,[7.043082e-05],Allowed
3150,[0.0026083],Allowed
3151,[0.0001406],Allowed
3152,[2.2866972e-11],Allowed
3153,[0.00127286],Allowed
3154,[0.12345618],Allowed
3155,[0.9999663],Blocked
3156,[0.9999049],Blocked
3157,[0.4049155],Allowed
3158,[0.5363971],Blocked
3159,[0.99994063],Blocked
3160,[0.90372384],Blocked
3161,[0.00159857],Allowed
3162,[0.8307429],Blocked
3163,[0.00135821],Allowed
3164,[0.8482342],Blocked
3165,[0.86481273],Blocked
3166,[0.00017019],Allowed
3167,[0.00018307],Allowed
3168,[3.1579093e-05],Allowed
3169,[0.00122714],Allowed
3170,[0.99971026],Blocked
3171,[0.00022081],Allowed
3172,[0.0026374],Allowed
3173,[0.00281015],Allowed
